line,bus_from,bus_to,angle_max_deg,angle_min_deg,b_pu,g_pu,r_pu,rating_MVA,transformer,x_pu
2142,3433,7104,60.00014031,-60.00014031,0.001017923,0,8.5274E-05,366,FALSE,0.000597921
2143,7104,7065,60.00014031,-60.00014031,0.017761761,0,0.001460649,366,FALSE,0.010061598
2144,7065,8565,60.00014031,-60.00014031,0.094746078,0,0.007919711,366,FALSE,0.055580961
2145,3436,3437,60.00014031,-60.00014031,0.000450567,0,3.23246E-05,383,FALSE,0.000244966
2145,3436,3437,60.00014031,-60.00014031,0.000450567,0,3.23246E-05,383,FALSE,0.000244966
2146,3436,3438,60.00014031,-60.00014031,0.010180437,0,0.000192648,871,FALSE,0.002326613
2147,4412,8704,60.00014031,-60.00014031,0.000243281,0,8.57E-06,635,FALSE,6.546E-05
2148,3439,4412,60.00014031,-60.00014031,0.010241539,0,0.000193804,871,FALSE,0.002340576
2149,3438,3439,60.00014031,-60.00014031,0.000509953,0,4.10503E-05,732,FALSE,0.000276969
2150,3435,3434,60.00014031,-60.00014031,0.00133534,0,2.93075E-05,871,FALSE,0.000409009
2151,8659,3434,60.00014031,-60.00014031,0.000550818,0,3.45355E-05,417,FALSE,0.000302167
2152,8659,3435,60.00014031,-60.00014031,0.000447244,0,3.20862E-05,383,FALSE,0.000243159
2153,3436,3437,60.00014031,-60.00014031,0.000464401,0,3.22969E-05,383,FALSE,0.000237504
2153,3436,3437,60.00014031,-60.00014031,0.000464401,0,3.22969E-05,383,FALSE,0.000237504
2154,3441,3442,60.00014031,-60.00014031,0.001545784,0,0.002216282,185,FALSE,0.010102216
2155,3441,54,60.00014031,-60.00014031,4.46864E-05,0,5.02325E-05,205,FALSE,0.000255597
2156,3442,8633,60.00014031,-60.00014031,0.001156628,0,0.003059029,128,FALSE,0.007927998
2157,3443,3444,60.00014031,-60.00014031,2.57495E-05,0,8.47398E-05,118,FALSE,0.000219991
2158,3445,3444,60.00014031,-60.00014031,2.60094E-05,0,3.31397E-05,205,FALSE,0.000190398
2159,3440,3446,60.00014031,-60.00014031,0.007338526,0,0.025993672,118,FALSE,0.072492223
2160,3446,54,60.00014031,-60.00014031,4.77569E-05,0,7.98643E-05,175,FALSE,0.0003476
2161,3447,3448,60.00014031,-60.00014031,0.009837502,0,0.012592432,219,FALSE,0.084487079
2162,3449,8743,60.00014031,-60.00014031,0.022871126,0,0.026057227,525.6,FALSE,0.156483133
2163,3449,3450,60.00014031,-60.00014031,0.002422783,0,0.001944292,548.1,FALSE,0.015780783
2164,3449,662,60.00014031,-60.00014031,0.005681345,0,0.007792188,191,FALSE,0.036810154
2165,3450,8578,60.00014031,-60.00014031,0.008746466,0,0.026437626,243.2,FALSE,0.077952981
2166,3451,3448,60.00014031,-60.00014031,0.002993858,0,0.009752755,118,FALSE,0.025070677
2167,3451,4373,60.00014031,-60.00014031,0.000722771,0,0.001251044,175,FALSE,0.005632683
2168,4373,3448,60.00014031,-60.00014031,0.003200597,0,0.004909558,175,FALSE,0.019647218
2169,3452,3451,60.00014031,-60.00014031,0.003289602,0,0.009945786,128,FALSE,0.029322578
2170,3452,8578,60.00014031,-60.00014031,0.003908144,0,0.012730843,141.6,FALSE,0.032726558
2171,3453,3450,60.00014031,-60.00014031,0.005909468,0,0.013534162,312.4,FALSE,0.042304876
2172,3453,3452,60.00014031,-60.00014031,0.000480839,0,0.001178553,142,FALSE,0.003931535
2173,8578,3453,60.00014031,-60.00014031,0.003459108,0,0.010458228,166.4,FALSE,0.030833437
2174,3454,4385,60.00014031,-60.00014031,0.015942843,0,0.051890807,118,FALSE,0.133444386
2175,4385,3455,60.00014031,-60.00014031,0.001543953,0,0.001810107,410,FALSE,0.009593667
2176,3456,8585,60.00014031,-60.00014031,0.000363037,0,0.009346528,64,FALSE,0.025533809
2177,3737,7727,60.00014031,-60.00014031,0.001770298,0,0.21212723,72,FALSE,0.167960174
2178,8585,3737,60.00014031,-60.00014031,0.00113608,0,0.030764459,76.8,FALSE,0.08824265
2179,3456,3457,60.00014031,-60.00014031,4.81538E-05,0,0.005346037,55.2,FALSE,0.003933225
2179,3456,3457,60.00014031,-60.00014031,4.81538E-05,0,0.005346037,28.8,FALSE,0.003933225
2180,3456,3457,60.00014031,-60.00014031,2.59143E-05,0,0.002764419,110.4,FALSE,0.001958171
2180,3456,3457,60.00014031,-60.00014031,2.59143E-05,0,0.002764419,57.6,FALSE,0.001958171
2181,8742,3457,60.00014031,-60.00014031,2.65207E-05,0,0.000660037,64,FALSE,0.001744793
2182,3458,3462,60.00014031,-60.00014031,0.000202878,0,0.000618318,118,FALSE,0.001490026
2183,3459,3462,60.00014031,-60.00014031,0.001179897,0,0.003882941,118,FALSE,0.010080442
2183,3459,3462,60.00014031,-60.00014031,0.001179897,0,0.003882941,118,FALSE,0.010080442
2184,3458,3460,60.00014031,-60.00014031,3.08443E-05,0,0.000103395,118,FALSE,0.000273254
2185,3461,3458,60.00014031,-60.00014031,5.47E-06,0,1.7828E-05,118,FALSE,4.58284E-05
2185,3461,3458,60.00014031,-60.00014031,5.47E-06,0,1.7828E-05,118,FALSE,4.58284E-05
2186,3461,3458,60.00014031,-60.00014031,5.47E-06,0,1.7828E-05,118,FALSE,4.58284E-05
2186,3461,3458,60.00014031,-60.00014031,5.47E-06,0,1.7828E-05,118,FALSE,4.58284E-05
2187,3461,3248,60.00014031,-60.00014031,0.002538507,0,0.008353863,118,FALSE,0.021687511
2188,3246,7836,60.00014031,-60.00014031,0.008212212,0,0.027521848,141.6,FALSE,0.072743309
2189,3248,3246,60.00014031,-60.00014031,0.002701374,0,0.005553227,318,FALSE,0.022233787
2190,3459,3462,60.00014031,-60.00014031,0.001159703,0,0.003887498,118,FALSE,0.010273943
2190,3459,3462,60.00014031,-60.00014031,0.001159703,0,0.003887498,118,FALSE,0.010273943
2191,3463,3459,60.00014031,-60.00014031,0.000302805,0,0.000887905,118,FALSE,0.002061042
2192,3225,3464,60.00014031,-60.00014031,6.25552E-05,0,0.000213198,236,FALSE,0.000572359
2193,3034,8281,60.00014031,-60.00014031,0.000438147,0,0.001400108,128,FALSE,0.004354037
2194,8281,3465,60.00014031,-60.00014031,0.000413933,0,0.000851007,318,FALSE,0.003407087
2195,1150,3225,60.00014031,-60.00014031,0.001868173,0,0.003233479,350,FALSE,0.01455863
2196,7959,3466,60.00014031,-60.00014031,0.00078217,0,0.001174812,370,FALSE,0.005599185
2197,3467,3468,60.00014031,-60.00014031,0.000263868,0,0.000859599,118,FALSE,0.002209676
2198,3469,4507,60.00014031,-60.00014031,0.000633376,0,0.002084395,118,FALSE,0.005411257
2199,4507,3467,60.00014031,-60.00014031,0.000427112,0,0.001291381,256,FALSE,0.003807238
2200,3431,3470,60.00014031,-60.00014031,0.001720039,0,0.002372739,410,FALSE,0.014724212
2201,3470,3471,60.00014031,-60.00014031,0.00015305,0,0.000192879,410,FALSE,0.001096397
2202,3471,3472,60.00014031,-60.00014031,0.00162081,0,0.002235866,410,FALSE,0.013874812
2203,3472,3473,60.00014031,-60.00014031,0.000183453,0,0.000206222,410,FALSE,0.001049314
2204,3473,4023,60.00014031,-60.00014031,0.002323536,0,0.002611782,410,FALSE,0.013289765
2205,4023,3474,60.00014031,-60.00014031,0.002314824,0,0.002845898,410,FALSE,0.015790685
2206,3474,3475,60.00014031,-60.00014031,0.000163371,0,0.000200864,410,FALSE,0.001114483
2207,3475,3476,60.00014031,-60.00014031,0.002167262,0,0.002664503,410,FALSE,0.014784154
2208,3476,3477,60.00014031,-60.00014031,0.000180298,0,0.000227218,410,FALSE,0.001291591
2209,3477,3478,60.00014031,-60.00014031,0.009166729,0,0.004881971,381,FALSE,0.035324017
2210,3478,3479,60.00014031,-60.00014031,0.000153931,0,0.00019399,410,FALSE,0.00110271
2211,3429,8517,60.00014031,-60.00014031,0.000397685,0,0.000453761,438,FALSE,0.002723334
2212,3429,3933,60.00014031,-60.00014031,0.003140021,0,0.004923909,382,FALSE,0.026466692
2213,3933,3147,60.00014031,-60.00014031,0.000536174,0,0.000174958,501,FALSE,0.001979954
2214,3147,93,60.00014031,-60.00014031,0.000946043,0,0.002883286,118,FALSE,0.006948162
2215,3480,8712,60.00014031,-60.00014031,0.020759087,0,0.031140137,185,FALSE,0.148493982
2216,3481,7696,60.00014031,-60.00014031,0.002733627,0,0.00916332,118,FALSE,0.024217223
2217,3481,3480,60.00014031,-60.00014031,7.50609E-05,0,0.000128553,175,FALSE,0.000572827
2218,3482,3058,60.00014031,-60.00014031,0.00521007,0,0.005263328,230,FALSE,0.0352654
2219,3058,3481,60.00014031,-60.00014031,0.003167024,0,0.008705702,128,FALSE,0.023417407
2220,3482,8190,60.00014031,-60.00014031,0.002412062,0,0.00308855,219,FALSE,0.020719415
2221,8190,3483,60.00014031,-60.00014031,0.004204563,0,0.012074918,128,FALSE,0.033871926
2222,3482,3055,60.00014031,-60.00014031,0.006383801,0,0.011884725,159,FALSE,0.04323816
2223,3055,3484,60.00014031,-60.00014031,0.013284686,0,0.011281492,261,FALSE,0.09677393
2224,3484,609,60.00014031,-60.00014031,0.001667028,0,0.000982917,317,FALSE,0.010271439
2225,3484,7812,60.00014031,-60.00014031,0.001044652,0,0.003326378,118,FALSE,0.008361615
2226,7812,3485,60.00014031,-60.00014031,0.007249304,0,0.021914158,128,FALSE,0.06461269
2227,1255,4015,60.00014031,-60.00014031,0.008526865,0,0.006200458,284,FALSE,0.058365992
2228,4015,3482,60.00014031,-60.00014031,0.010859361,0,0.005785451,381,FALSE,0.041855263
2229,3249,8138,60.00014031,-60.00014031,0.000390662,0,0.001145527,118,FALSE,0.002659047
2230,8047,2965,60.00014031,-60.00014031,0.000225589,0,0.00066285,256,FALSE,0.00190113
2231,8138,8047,60.00014031,-60.00014031,0.000327771,0,0.000284406,250,FALSE,0.00216297
2232,2965,3486,60.00014031,-60.00014031,5.21457E-05,0,0.000166043,118,FALSE,0.000417386
2233,3487,8260,60.00014031,-60.00014031,0.003076374,0,0.010021543,118,FALSE,0.025761652
2234,3081,3082,60.00014031,-60.00014031,0.001078446,0,0.003433982,118,FALSE,0.008632103
2235,4526,3080,60.00014031,-60.00014031,8.41886E-05,0,0.00023143,256,FALSE,0.000622512
2236,3082,4526,60.00014031,-60.00014031,0.000240022,0,0.000467774,318,FALSE,0.00177802
2237,3080,3487,60.00014031,-60.00014031,0.003077794,0,0.009800028,118,FALSE,0.024634941
2238,3488,3489,60.00014031,-60.00014031,0.000483857,0,0.001621965,236,FALSE,0.004286553
2239,3489,8814,60.00014031,-60.00014031,0.000618054,0,0.000888273,191,FALSE,0.004388198
2240,3490,7738,60.00014031,-60.00014031,0.001190723,0,0.002001959,370,FALSE,0.010641878
2241,7738,8687,60.00014031,-60.00014031,0.000104947,0,0.000371812,236,FALSE,0.001036821
2242,8687,3488,60.00014031,-60.00014031,0.000902545,0,0.003197555,236,FALSE,0.008916635
2243,1256,3490,60.00014031,-60.00014031,0.00025935,0,0.000277111,230,FALSE,0.001959906
2244,3428,3143,60.00014031,-60.00014031,0.002347907,0,0.008318139,118,FALSE,0.023195885
2245,3143,8639,60.00014031,-60.00014031,0.002634787,0,0.008670688,118,FALSE,0.022510042
2246,3491,7861,60.00014031,-60.00014031,1.19654E-05,0,2.13982E-05,159,FALSE,7.48716E-05
2247,7861,1345,60.00014031,-60.00014031,0.000469978,0,0.000528308,205,FALSE,0.002688179
2248,3492,330,60.00014031,-60.00014031,0.00018979,0,0.000272115,185,FALSE,0.001240347
2249,2114,2115,60.00014031,-60.00014031,0.005879931,0,0.000229285,805.2,FALSE,0.000776488
2250,3464,3030,60.00014031,-60.00014031,0.001626601,0,0.005179253,236,FALSE,0.013019434
2251,2932,3493,60.00014031,-60.00014031,0.000273078,0,0.013687817,35,FALSE,0.01907618
2252,8693,3494,60.00014031,-60.00014031,0.002389676,0,0.001446238,317,FALSE,0.015500912
2253,2239,3495,60.00014031,-60.00014031,0.002476979,0,0.194745116,57,FALSE,0.207522358
2254,3495,161,60.00014031,-60.00014031,4.35E-06,0,0.000108152,64,FALSE,0.000285896
2255,3495,3496,60.00014031,-60.00014031,0.001753311,0,0.064883135,57.4,FALSE,0.116624102
2256,3496,180,60.00014031,-60.00014031,0.000348915,0,0.012913041,41,FALSE,0.023209534
2257,3496,162,60.00014031,-60.00014031,0.003532069,0,0.110157472,62.7,FALSE,0.231559878
2258,8794,8382,60.00014031,-60.00014031,0.002148967,0,0.088323009,41,FALSE,0.174884854
2259,8408,8318,60.00014031,-60.00014031,0.010730659,0,0.365972449,57,FALSE,0.842297848
2260,178,3497,60.00014031,-60.00014031,0.003581617,0,0.196734722,35,FALSE,0.298457285
2261,168,3501,60.00014031,-60.00014031,0.002519502,0,0.139889885,35,FALSE,0.214322593
2262,3501,3498,60.00014031,-60.00014031,0.00168948,0,0.08276066,35,FALSE,0.112916847
2263,3498,167,60.00014031,-60.00014031,0.001024312,0,0.109265286,24,FALSE,0.07740094
2264,3498,3499,60.00014031,-60.00014031,0.004275553,0,0.147843235,57,FALSE,0.343334496
2265,168,3510,60.00014031,-60.00014031,0.002368071,0,0.097324979,41,FALSE,0.192712541
2266,3500,596,60.00014031,-60.00014031,1.31308E-05,0,0.000704013,35,FALSE,0.001043904
2267,3510,3500,60.00014031,-60.00014031,0.007571311,0,0.378874444,35,FALSE,0.528555931
2268,3500,1581,60.00014031,-60.00014031,0.00667515,0,0.183056011,57,FALSE,0.340534472
2269,3500,591,60.00014031,-60.00014031,0.00368909,0,0.20477601,35,FALSE,0.31377944
2270,3501,166,60.00014031,-60.00014031,0.001595447,0,0.19125108,24,FALSE,0.151368559
2271,163,162,60.00014031,-60.00014031,0.001097772,0,0.030132517,57,FALSE,0.056028117
2272,3502,3503,60.00014031,-60.00014031,0.0007712,0,0.031361054,49.2,FALSE,0.061462276
2273,3503,162,60.00014031,-60.00014031,0.000351241,0,0.010958137,62.7,FALSE,0.023031074
2274,8176,4658,60.00014031,-60.00014031,0.00134121,0,0.035933113,64,FALSE,0.10196933
2275,4658,160,60.00014031,-60.00014031,0.00037192,0,0.019659201,35,FALSE,0.028776587
2276,171,3503,60.00014031,-60.00014031,0.000446862,0,0.022398518,35,FALSE,0.031216015
2277,3504,172,60.00014031,-60.00014031,3.18893E-05,0,0.001180197,41,FALSE,0.002121248
2278,3505,4660,60.00014031,-60.00014031,0.000516747,0,0.038064132,30,FALSE,0.038175624
2279,4660,1575,60.00014031,-60.00014031,0.000322735,0,0.023773139,30,FALSE,0.023842677
2280,170,1574,60.00014031,-60.00014031,0.001361809,0,0.055376008,41,FALSE,0.108529746
2281,8176,3505,60.00014031,-60.00014031,0.00026159,0,0.008955302,57,FALSE,0.02057399
2282,3505,169,60.00014031,-60.00014031,1.14107E-05,0,0.000571956,35,FALSE,0.000797112
2283,3506,8176,60.00014031,-60.00014031,0.000945093,0,0.0473709,35,FALSE,0.066019942
2284,170,3507,60.00014031,-60.00014031,0.002404405,0,0.064409673,64,FALSE,0.182789168
2285,3507,173,60.00014031,-60.00014031,0.000928234,0,0.03055429,57,FALSE,0.067625332
2286,3507,3508,60.00014031,-60.00014031,0.00053106,0,0.021595914,41,FALSE,0.042324058
2287,173,2336,60.00014031,-60.00014031,0.001020556,0,0.076654875,30,FALSE,0.078273779
2288,2336,3509,60.00014031,-60.00014031,0.001541227,0,0.068057844,35,FALSE,0.08448352
2289,3509,177,60.00014031,-60.00014031,1.29844E-05,0,0.000846052,30,FALSE,0.000758114
2290,8794,8176,60.00014031,-60.00014031,0.001290328,0,0.030723017,64,FALSE,0.077822017
2291,176,8382,60.00014031,-60.00014031,0.002726301,0,0.296999157,24,FALSE,0.214758907
2292,1406,1404,60.00014031,-60.00014031,0.004534543,0,0.116675187,64,FALSE,0.318830215
2293,175,3509,60.00014031,-60.00014031,0.000331418,0,0.021594862,30,FALSE,0.01935036
2294,3510,6,60.00014031,-60.00014031,0.001757608,0,0.072241817,41,FALSE,0.143039407
2295,8847,3511,60.00014031,-60.00014031,0.001999749,0,0.048745784,64,FALSE,0.126338936
2296,3511,1734,60.00014031,-60.00014031,0.00130109,0,0.071495256,35,FALSE,0.108438129
2297,3511,3512,60.00014031,-60.00014031,0.000599977,0,0.071222796,24,FALSE,0.055828239
2298,1288,3513,60.00014031,-60.00014031,0.001018907,0,0.033538758,57,FALSE,0.074231001
2299,1288,4653,60.00014031,-60.00014031,0.00166839,0,0.067840583,41,FALSE,0.132960755
2300,4653,1735,60.00014031,-60.00014031,2.31E-06,0,0.00011603,35,FALSE,0.000161706
2301,3514,3515,60.00014031,-60.00014031,0.00188294,0,0.040285726,64,FALSE,0.092134877
2302,3516,3514,60.00014031,-60.00014031,0.002544441,0,0.204898064,30,FALSE,0.223213803
2303,3517,1281,60.00014031,-60.00014031,2.64961E-05,0,0.001400553,42,FALSE,0.002050085
2304,3514,3517,60.00014031,-60.00014031,0.000164337,0,0.006422287,45.1,FALSE,0.01213782
2305,3517,1745,60.00014031,-60.00014031,0.004646038,0,0.531481407,24,FALSE,0.403010937
2306,1273,4647,60.00014031,-60.00014031,0.000103669,0,0.005196349,35,FALSE,0.007241943
2307,4647,8428,60.00014031,-60.00014031,0.001558299,0,0.120852478,30,FALSE,0.12715647
2308,8428,1286,60.00014031,-60.00014031,0.000620753,0,0.022973339,41,FALSE,0.041291785
2309,340,338,60.00014031,-60.00014031,0.004907703,0,0.167878497,57,FALSE,0.38582998
2310,3518,1736,60.00014031,-60.00014031,0.000174308,0,0.018993453,24,FALSE,0.013730202
2311,1738,3518,60.00014031,-60.00014031,8.20561E-05,0,0.002000406,134.4,FALSE,0.005184385
2312,3518,8763,60.00014031,-60.00014031,0.001542658,0,0.039714224,134.4,FALSE,0.108498089
2313,7646,8763,60.00014031,-60.00014031,0.000658497,0,0.01197789,112,FALSE,0.046081343
2314,1287,3519,60.00014031,-60.00014031,1.56492E-05,0,0.001857726,24,FALSE,0.001456163
2315,3519,8763,60.00014031,-60.00014031,0.000512242,0,0.013187983,64,FALSE,0.036028167
2316,2249,3519,60.00014031,-60.00014031,0.001832589,0,0.05716867,62.7,FALSE,0.120158465
2317,1282,2249,60.00014031,-60.00014031,0.002810085,0,0.096175976,57,FALSE,0.220982503
2318,7646,3520,60.00014031,-60.00014031,0.00057234,0,0.009434386,208,FALSE,0.033010787
2319,3520,1281,60.00014031,-60.00014031,0.001052907,0,0.084804821,48,FALSE,0.092372127
2320,3520,3521,60.00014031,-60.00014031,0.000759898,0,0.019563853,160,FALSE,0.053446587
2321,4655,7991,60.00014031,-60.00014031,1.0761E-05,0,0.000122896,192,FALSE,0.000587337
2322,3521,4655,60.00014031,-60.00014031,5.18075E-05,0,0.001388083,147.2,FALSE,0.003938938
2323,1515,3521,60.00014031,-60.00014031,0.000442841,0,0.018203572,41,FALSE,0.036041452
2324,3522,4630,60.00014031,-60.00014031,0.00026262,0,0.010795393,41,FALSE,0.021373871
2325,4630,8408,60.00014031,-60.00014031,0.001739658,0,0.071504172,41,FALSE,0.141578712
2326,1743,1746,60.00014031,-60.00014031,0.001803155,0,0.21614359,24,FALSE,0.17107507
2327,1285,8409,60.00014031,-60.00014031,0.001861826,0,0.006596113,118,FALSE,0.018393789
2328,3228,3523,60.00014031,-60.00014031,6.86415E-05,0,0.002721822,41,FALSE,0.005212484
2329,3523,1278,60.00014031,-60.00014031,2.42E-06,0,0.000258473,28.8,FALSE,0.000183089
2330,3523,3524,60.00014031,-60.00014031,0.000348381,0,0.028349806,30,FALSE,0.031181288
2331,1283,3524,60.00014031,-60.00014031,0.001248934,0,0.041109788,57,FALSE,0.090988579
2332,3525,3526,60.00014031,-60.00014031,0.003666653,0,0.126808774,57,FALSE,0.294463829
2333,3526,1401,60.00014031,-60.00014031,7.84132E-05,0,0.002962469,41,FALSE,0.005425997
2334,3526,3527,60.00014031,-60.00014031,0.002217904,0,0.076726632,57,FALSE,0.178143518
2335,3572,1395,60.00014031,-60.00014031,8.64E-06,0,0.000205691,64,FALSE,0.000521009
2336,3527,3572,60.00014031,-60.00014031,0.002552831,0,0.207689515,30,FALSE,0.228472643
2337,3527,1397,60.00014031,-60.00014031,0.001110371,0,0.054394954,35,FALSE,0.074213234
2338,1397,3529,60.00014031,-60.00014031,0.000849885,0,0.098592725,24,FALSE,0.075628294
2339,3529,3528,60.00014031,-60.00014031,0.000435875,0,0.017917232,41,FALSE,0.035474519
2340,3528,1398,60.00014031,-60.00014031,2.10602E-05,0,0.001077074,35,FALSE,0.001528977
2341,3528,3530,60.00014031,-60.00014031,0.000242419,0,0.019526053,30,FALSE,0.021267801
2342,3573,1403,60.00014031,-60.00014031,2.3239E-05,0,0.00247903,24,FALSE,0.001756017
2343,3530,3573,60.00014031,-60.00014031,0.001746023,0,0.142068751,30,FALSE,0.156270555
2344,3529,152,60.00014031,-60.00014031,0.004386456,0,0.118728865,64,FALSE,0.340623301
2345,3530,3531,60.00014031,-60.00014031,0.001466202,0,0.10562458,30,FALSE,0.103764396
2346,3531,1396,60.00014031,-60.00014031,4.58048E-05,0,0.001529555,57,FALSE,0.003431581
2347,3531,3532,60.00014031,-60.00014031,0.001905877,0,0.22845344,26.4,FALSE,0.180820999
2348,3532,3522,60.00014031,-60.00014031,0.002567057,0,0.10549957,41,FALSE,0.208902488
2349,3532,3526,60.00014031,-60.00014031,0.001819358,0,0.068729198,41,FALSE,0.12588919
2350,1402,3533,60.00014031,-60.00014031,7.29E-06,0,0.000845965,24,FALSE,0.000648902
2351,3533,1747,60.00014031,-60.00014031,0.00012406,0,0.004591374,41,FALSE,0.008252393
2352,3533,1400,60.00014031,-60.00014031,0.000175951,0,0.006976933,41,FALSE,0.013361333
2353,1399,1747,60.00014031,-60.00014031,0.00013463,0,0.002880638,64,FALSE,0.006587894
2354,340,3534,60.00014031,-60.00014031,0.000226205,0,0.006060726,64,FALSE,0.01719842
2355,3534,1573,60.00014031,-60.00014031,2.17543E-05,0,0.000678701,57,FALSE,0.001426445
2356,3534,3535,60.00014031,-60.00014031,0.001464646,0,0.035703887,64,FALSE,0.092534974
2357,339,766,60.00014031,-60.00014031,0.003008096,0,0.221519858,30,FALSE,0.222216611
2358,593,3537,60.00014031,-60.00014031,6.09E-06,0,0.000220191,41,FALSE,0.000387231
2359,3537,3562,60.00014031,-60.00014031,0.006756947,0,0.180777971,64,FALSE,0.513323965
2360,3562,1581,60.00014031,-60.00014031,0.00029935,0,0.008107576,64,FALSE,0.023253499
2361,3536,1603,60.00014031,-60.00014031,0.000251858,0,2.03919E-05,366,FALSE,0.00013834
2362,3537,3556,60.00014031,-60.00014031,0.002211852,0,0.059896334,64,FALSE,0.171801833
2363,3556,590,60.00014031,-60.00014031,5.16E-06,0,0.000405992,30,FALSE,0.00043256
2364,8238,1506,60.00014031,-60.00014031,0.004450181,0,0.120451524,64,FALSE,0.34556829
2365,1506,3542,60.00014031,-60.00014031,0.003903586,0,0.105672648,64,FALSE,0.303148472
2366,4599,8351,60.00014031,-60.00014031,0.000331951,0,0.008990534,64,FALSE,0.025785934
2367,3542,4599,60.00014031,-60.00014031,0.000156946,0,0.003358109,64,FALSE,0.007679852
2368,8238,3544,60.00014031,-60.00014031,0.000191518,0,0.001112812,616,FALSE,0.011294865
2369,3544,3538,60.00014031,-60.00014031,0.000196411,0,0.001090489,616,FALSE,0.010600697
2370,3538,230,60.00014031,-60.00014031,2.78779E-05,0,0.000325527,96,FALSE,0.001589226
2371,3538,3539,60.00014031,-60.00014031,2.15765E-05,0,0.000121809,616,FALSE,0.00120289
2372,3539,251,60.00014031,-60.00014031,1.18419E-05,0,0.000469562,41,FALSE,0.000899245
2373,3539,3550,60.00014031,-60.00014031,0.000209204,0,0.001161514,616,FALSE,0.011291144
2374,4600,3540,60.00014031,-60.00014031,7.05943E-05,0,0.00039195,616,FALSE,0.003810149
2375,3550,4600,60.00014031,-60.00014031,0.000279684,0,0.001458457,616,FALSE,0.013348978
2376,3540,235,60.00014031,-60.00014031,1.1887E-05,0,0.000295838,64,FALSE,0.000782042
2377,3540,249,60.00014031,-60.00014031,0.000801924,0,0.004715972,616,FALSE,0.048452848
2378,3541,4244,60.00014031,-60.00014031,0.001710576,0,0.059179966,57,FALSE,0.137399408
2379,4290,4286,60.00014031,-60.00014031,0.001301266,0,0.031721523,371.2,FALSE,0.082213298
2380,4288,4290,60.00014031,-60.00014031,0.001492414,0,0.080010311,63,FALSE,0.118643571
2381,4286,4284,60.00014031,-60.00014031,0.001071796,0,0.025520059,473.6,FALSE,0.064642433
2382,4284,228,60.00014031,-60.00014031,0.00057077,0,0.015292528,364.8,FALSE,0.04339552
2383,4244,4288,60.00014031,-60.00014031,6.07861E-05,0,0.00219742,41,FALSE,0.00386441
2384,249,3555,60.00014031,-60.00014031,0.000191159,0,0.000996842,616,FALSE,0.009123855
2385,3555,8361,60.00014031,-60.00014031,0.00032308,0,0.001823867,616,FALSE,0.018011301
2386,3542,270,60.00014031,-60.00014031,0.00076115,0,0.018555439,64,FALSE,0.048089851
2387,3543,4596,60.00014031,-60.00014031,0.000105771,0,0.004301274,41,FALSE,0.008429676
2388,4596,3544,60.00014031,-60.00014031,0.000448457,0,0.008249556,80,FALSE,0.032092971
2389,3543,3545,60.00014031,-60.00014031,5.30337E-05,0,0.003820767,39,FALSE,0.003753285
2390,3546,1690,60.00014031,-60.00014031,6.23E-06,0,0.00018983,57,FALSE,0.000390108
2391,3545,3546,60.00014031,-60.00014031,2.03734E-05,0,0.000736498,41,FALSE,0.001295215
2392,3545,3551,60.00014031,-60.00014031,0.000465046,0,0.012595222,64,FALSE,0.03612467
2393,3551,233,60.00014031,-60.00014031,6.35675E-05,0,0.00151362,64,FALSE,0.003833957
2394,3546,271,60.00014031,-60.00014031,5.01805E-05,0,0.002690443,35,FALSE,0.003989362
2395,3547,3549,60.00014031,-60.00014031,0.000545835,0,2.29885E-05,528,FALSE,0.000273205
2396,3549,1689,60.00014031,-60.00014031,0.002657639,0,0.000216421,366,FALSE,0.00147603
2397,3548,3549,60.00014031,-60.00014031,0.000638877,0,4.81683E-05,366,FALSE,0.00030508
2398,246,3550,60.00014031,-60.00014031,0.00092572,0,0.023832823,64,FALSE,0.065109249
2399,256,3551,60.00014031,-60.00014031,0.000328792,0,0.004202953,96,FALSE,0.022393603
2400,8239,1688,60.00014031,-60.00014031,0.001246288,0,0.000641598,347,FALSE,0.007818131
2401,1688,3552,60.00014031,-60.00014031,0.003991843,0,0.002124086,347,FALSE,0.026720036
2402,3552,274,60.00014031,-60.00014031,0.000528954,0,0.000477751,261,FALSE,0.004345362
2403,3552,265,60.00014031,-60.00014031,0.001072238,0,0.00033999,501,FALSE,0.0037421
2404,265,242,60.00014031,-60.00014031,0.0005305,0,0.000178111,418,FALSE,0.002456524
2405,242,4245,60.00014031,-60.00014031,0.00481964,0,0.002373692,381,FALSE,0.015895869
2406,4245,254,60.00014031,-60.00014031,0.00035121,0,0.001029842,118,FALSE,0.002390514
2407,8238,4605,60.00014031,-60.00014031,0.0016901,0,0.202594942,24,FALSE,0.160348877
2408,4605,3553,60.00014031,-60.00014031,0.000181522,0,0.006214242,57,FALSE,0.014276646
2409,8239,8352,60.00014031,-60.00014031,1.18765E-05,0,2.33E-06,1300,FALSE,3.50126E-05
2410,8352,3554,60.00014031,-60.00014031,0.009976576,0,0.002317823,650,FALSE,0.041147918
2411,241,8238,60.00014031,-60.00014031,0.00261298,0,0.313172785,24,FALSE,0.247908916
2412,1684,1685,60.00014031,-60.00014031,0.000130852,0,0.000452373,118,FALSE,0.001231607
2413,3556,3557,60.00014031,-60.00014031,0.00349386,0,0.064247951,80,FALSE,0.249979799
2414,3557,592,60.00014031,-60.00014031,1.18777E-05,0,0.000282823,64,FALSE,0.000716383
