bus,generator,site,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_power_MW,cap_max_power_MW,cost_fixed_power_USDperkW,cost_variable_USDperMWh,technology
1844,cats_348,no_capacity_factor,300.659481,14.2331099,0.064041704,60.5,60.5,0,107.19945999999999,natural gas fired combustion turbine
1596,cats_349,no_capacity_factor,284.202107,14.4849898,0.04789175,47,47,0,113.30899,natural gas fired combustion turbine
1778,cats_350,no_capacity_factor,878.874372,13.4742144,0.022715841,190,190,0,70.92442,natural gas fired combined cycle
1778,cats_351,no_capacity_factor,878.874372,13.4742144,0.022715841,196.8,196.8,0,70.92442,natural gas fired combined cycle
1778,cats_352,no_capacity_factor,878.874372,13.4742144,0.022715841,170,170,0,70.92442,natural gas fired combined cycle
8752,cats_353,no_capacity_factor,2421.88088,9.85547484,0.008057377,165,165,0,71.67454,natural gas fired combined cycle
8752,cats_354,no_capacity_factor,2421.88088,9.85547484,0.008057377,165,165,0,71.67454,natural gas fired combined cycle
8752,cats_355,no_capacity_factor,874.243191,13.471932000000002,0.023001417000000003,229,229,0,71.67454,natural gas fired combined cycle
1239,cats_356,no_capacity_factor,985.970697,9.4610491,0.023999937000000002,50,50,0,81.87518499999999,natural gas fired combined cycle
1239,cats_357,no_capacity_factor,985.970697,9.4610491,0.023999937000000002,50,50,0,81.87518499999999,natural gas fired combined cycle
1239,cats_358,no_capacity_factor,601.515173,16.3114786,0.044271960000000006,54,54,0,81.87518499999999,natural gas fired combined cycle
552,cats_359,no_capacity_factor,241.314681,11.6879263,0.134825912,5.9,5.9,0,135.68428,natural gas fired combustion turbine
552,cats_360,no_capacity_factor,476.575454,8.15261569,0.11243294700000002,40,40,0,130.91428,natural gas fired combined cycle
552,cats_361,no_capacity_factor,476.575454,8.15261569,0.11243294700000002,40,40,0,130.91428,natural gas fired combined cycle
552,cats_362,no_capacity_factor,575.36097,16.3717119,0.047821375,50,50,0,130.91428,natural gas fired combined cycle
1694,cats_363,no_capacity_factor,2412.81753,12.5075294,0.027768316,198.9,198.9,0,89.67541309999999,natural gas fired combined cycle
1694,cats_364,no_capacity_factor,708.274969,13.5748531,0.028668281000000004,188.7,188.7,0,89.67541309999999,natural gas fired combined cycle
2217,cats_365,no_capacity_factor,290.844586,14.4953196,0.059153298,57.4,57.4,0,108.03347499999998,natural gas fired combustion turbine
1806,cats_366,no_capacity_factor,1214.01557,9.36133114,0.05419084,94.9,94.9,0,79.36327,natural gas fired combined cycle
1806,cats_367,no_capacity_factor,1214.01557,9.36133114,0.05419084,94.9,94.9,0,79.36327,natural gas fired combined cycle
1806,cats_368,no_capacity_factor,1271.58487,15.4487339,0.019830163,110.8,110.8,0,79.36327,natural gas fired combined cycle
1236,cats_369,no_capacity_factor,74.6992503,6.603145,0.018728377,3.5,3.5,0,146.09548499999997,natural gas internal combustion engine
1236,cats_370,no_capacity_factor,74.6992503,6.603145,0.018728377,3.5,3.5,0,146.09548499999997,natural gas internal combustion engine
1236,cats_371,no_capacity_factor,74.6992503,6.603145,0.018728377,3.5,3.5,0,146.09548499999997,natural gas internal combustion engine
1236,cats_372,no_capacity_factor,74.6992503,6.603145,0.018728377,3.5,3.5,0,146.09548499999997,natural gas internal combustion engine
698,cats_373,no_capacity_factor,243.095114,16.3717119,0.109264827,4,4,0,159.86577999999997,natural gas fired combustion turbine
698,cats_374,no_capacity_factor,243.095114,16.3717119,0.109264827,3.7,3.7,0,159.86577999999997,natural gas fired combustion turbine
698,cats_375,no_capacity_factor,243.095114,16.3717119,0.109264827,0.3,0.3,0,159.86577999999997,natural gas fired combustion turbine
179,cats_376,no_capacity_factor,1427.41303,44.9151794,0.082991653,60.5,60.5,0,103.72028499999998,natural gas fired combustion turbine
179,cats_377,no_capacity_factor,1427.41303,44.9151794,0.082991653,60.5,60.5,0,103.72028499999998,natural gas fired combustion turbine
1861,cats_378,no_capacity_factor,283.415806,14.512150300000002,0.05553775,50,50,0,103.31067999999999,natural gas fired combustion turbine
1861,cats_379,no_capacity_factor,283.415806,14.512150300000002,0.05553775,50,50,0,103.31067999999999,natural gas fired combustion turbine
1861,cats_380,no_capacity_factor,279.439595,14.906425500000001,0.047509495,48,48,0,103.31067999999999,natural gas fired combustion turbine
1861,cats_381,no_capacity_factor,279.439595,14.906425500000001,0.047509495,48,48,0,103.31067999999999,natural gas fired combustion turbine
1859,cats_382,no_capacity_factor,315.964182,13.502241700000003,0.051140815,10,10,0,141.10290999999998,natural gas fired combustion turbine
1859,cats_383,no_capacity_factor,315.964182,13.502241700000003,0.051140815,10,10,0,141.10290999999998,natural gas fired combustion turbine
1859,cats_384,no_capacity_factor,315.964182,13.502241700000003,0.051140815,10,10,0,141.10290999999998,natural gas fired combustion turbine
1859,cats_385,no_capacity_factor,315.964182,13.502241700000003,0.051140815,10,10,0,141.10290999999998,natural gas fired combustion turbine
1399,cats_386,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_387,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_388,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_389,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_390,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_391,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_392,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_393,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_394,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_395,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_396,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_397,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_398,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_399,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_400,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
1399,cats_401,no_capacity_factor,23.06084,6.603144,0.0606654,2.9,2.9,0,108.36905499999997,natural gas internal combustion engine
613,cats_402,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_403,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_404,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_405,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_406,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_407,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_408,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_409,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_410,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_411,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_412,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_413,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_414,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_415,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_416,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
613,cats_417,no_capacity_factor,74.6992503,6.603145,0.018728377,3.1,3.1,0,209.81785,natural gas internal combustion engine
1878,cats_418,no_capacity_factor,284.095812,14.5098437,0.056610378,53,53,0,127.6073893556701,natural gas fired combustion turbine
1878,cats_419,no_capacity_factor,284.095812,14.5098437,0.056610378,53,53,0,127.6073893556701,natural gas fired combustion turbine
1652,cats_420,no_capacity_factor,300.93146,14.2003257,0.0645544,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
1652,cats_421,no_capacity_factor,300.93146,14.2003257,0.0645544,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
2223,cats_422,no_capacity_factor,878.874372,13.4742144,0.022715841,40,40,0,80.80429,natural gas fired combined cycle
2223,cats_423,no_capacity_factor,878.874372,13.4742144,0.022715841,40,40,0,80.80429,natural gas fired combined cycle
2223,cats_424,no_capacity_factor,878.874372,13.4742144,0.022715841,85,85,0,80.80429,natural gas fired combined cycle
2396,cats_425,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_426,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_427,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_428,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_429,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_430,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2396,cats_431,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
2022,cats_432,no_capacity_factor,563.76042,8.56486783,0.102797947,41,41,0,88.97171499999999,natural gas fired combined cycle
2022,cats_433,no_capacity_factor,521.657969,16.3717118,0.051964927,8,8,0,88.97171499999999,natural gas fired combined cycle
7823,cats_434,no_capacity_factor,1512.3587,10.956217500000001,0.027419538,200,200,0,73.910095,natural gas fired combined cycle
7823,cats_435,no_capacity_factor,1512.3587,10.956217500000001,0.027419538,200,200,0,73.910095,natural gas fired combined cycle
7823,cats_436,no_capacity_factor,572.658144,13.314779700000003,0.007556471,255,255,0,73.910095,natural gas fired combined cycle
1481,cats_437,no_capacity_factor,283.415806,14.512150300000002,0.05553775,49.8,49.8,0,110.49604,natural gas fired combustion turbine
1997,cats_438,no_capacity_factor,282.657965,14.5884532,0.053668806,49.8,49.8,0,123.74157999999998,natural gas fired combustion turbine
8082,cats_439,no_capacity_factor,282.690078,14.5864247,0.053752238,49.8,49.8,0,111.10304499999998,natural gas fired combustion turbine
668,cats_440,no_capacity_factor,282.72057,14.5813722,0.053763426,49.8,49.8,0,110.78720499999999,natural gas fired combustion turbine
8569,cats_441,no_capacity_factor,282.734891,14.5549427,0.054009403,49.8,49.8,0,118.32788499999998,natural gas fired combustion turbine
1595,cats_442,no_capacity_factor,1512.3587,10.956217500000001,0.027419538,203.2,203.2,0,73.268545,natural gas fired combined cycle
1595,cats_443,no_capacity_factor,1512.3587,10.956217500000001,0.027419538,203.2,203.2,0,73.268545,natural gas fired combined cycle
1595,cats_444,no_capacity_factor,826.811472,13.500415500000003,0.024939166,213.3,213.3,0,73.268545,natural gas fired combined cycle
2107,cats_445,no_capacity_factor,1269.56348,10.0233692,0.030706901,181.5,181.5,0,73.26361,natural gas fired combined cycle
2107,cats_446,no_capacity_factor,1269.56348,10.0233692,0.030706901,181.5,181.5,0,73.26361,natural gas fired combined cycle
2107,cats_447,no_capacity_factor,959.729007,16.8503429,0.004261989,349.4,349.4,0,73.26361,natural gas fired combined cycle
198,cats_448,no_capacity_factor,301.04705,14.1903896,0.064737135,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
198,cats_449,no_capacity_factor,301.04705,14.1903896,0.064737135,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
8461,cats_450,no_capacity_factor,362.867376,11.7931008,0.055375259,69.9,69.9,0,157.93125999999998,natural gas fired combustion turbine
8461,cats_451,no_capacity_factor,362.867376,11.7931008,0.055375259,69.9,69.9,0,157.93125999999998,natural gas fired combustion turbine
8461,cats_452,no_capacity_factor,372.365163,16.8059313,0.011923608,108,108,0,99.25410999999998,natural gas fired combustion turbine
8461,cats_453,no_capacity_factor,372.365163,16.8059313,0.011923608,108,108,0,99.25410999999998,natural gas fired combustion turbine
8461,cats_454,no_capacity_factor,372.365163,16.8059313,0.011923608,108,108,0,99.25410999999998,natural gas fired combustion turbine
8461,cats_455,no_capacity_factor,372.365163,16.8059313,0.011923608,108,108,0,99.25410999999998,natural gas fired combustion turbine
1098,cats_456,no_capacity_factor,297.332701,14.4848701,0.060402558,59,59,0,113.75313999999999,natural gas fired combustion turbine
1098,cats_457,no_capacity_factor,297.332701,14.4848701,0.060402558,59,59,0,113.75313999999999,natural gas fired combustion turbine
2246,cats_458,no_capacity_factor,1427.41303,44.9151794,0.082991653,60.5,60.5,0,114.50325999999998,natural gas fired combustion turbine
2365,cats_459,no_capacity_factor,283.573452,14.5116537,0.055551504,50,50,0,111.665635,natural gas fired combustion turbine
2365,cats_460,no_capacity_factor,283.573452,14.5116537,0.055551504,50,50,0,111.665635,natural gas fired combustion turbine
2365,cats_461,no_capacity_factor,283.573452,14.5116537,0.055551504,50,50,0,111.665635,natural gas fired combustion turbine
2365,cats_462,no_capacity_factor,283.573452,14.5116537,0.055551504,50,50,0,111.665635,natural gas fired combustion turbine
1595,cats_463,no_capacity_factor,283.573452,14.5116537,0.055551504,207,207,0,123.86001999999999,natural gas fired combustion turbine
1595,cats_464,no_capacity_factor,283.573452,14.5116537,0.055551504,207,207,0,123.86001999999999,natural gas fired combustion turbine
1595,cats_465,no_capacity_factor,283.573452,14.5116537,0.055551504,207,207,0,123.86001999999999,natural gas fired combustion turbine
1595,cats_466,no_capacity_factor,283.573452,14.5116537,0.055551504,207,207,0,123.86001999999999,natural gas fired combustion turbine
1855,cats_467,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_468,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_469,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_470,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_471,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_472,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_473,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
1855,cats_474,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,127.6073893556701,natural gas fired combustion turbine
2245,cats_475,no_capacity_factor,283.573452,14.5116537,0.055551504,49.9,49.9,0,113.47677999999999,natural gas fired combustion turbine
2245,cats_476,no_capacity_factor,283.573452,14.5116537,0.055551504,49.9,49.9,0,113.47677999999999,natural gas fired combustion turbine
2245,cats_477,no_capacity_factor,283.573452,14.5116537,0.055551504,49.9,49.9,0,113.47677999999999,natural gas fired combustion turbine
2245,cats_478,no_capacity_factor,283.573452,14.5116537,0.055551504,49.9,49.9,0,113.47677999999999,natural gas fired combustion turbine
7989,cats_479,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,102.86159499999998,natural gas fired combustion turbine
7989,cats_480,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,102.86159499999998,natural gas fired combustion turbine
7989,cats_481,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,102.86159499999998,natural gas fired combustion turbine
7989,cats_482,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,102.86159499999998,natural gas fired combustion turbine
7989,cats_483,no_capacity_factor,428.748492,15.1584724,0.035004509,100,100,0,102.86159499999998,natural gas fired combustion turbine
8003,cats_484,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,105.27480999999999,natural gas fired combustion turbine
8003,cats_485,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,105.27480999999999,natural gas fired combustion turbine
8003,cats_486,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,105.27480999999999,natural gas fired combustion turbine
1810,cats_487,no_capacity_factor,173.53,58.907,0.25325,0.8,0.8,0,146.09548499999997,natural gas internal combustion engine
1810,cats_488,no_capacity_factor,173.53,58.907,0.25325,0.8,0.8,0,146.09548499999997,natural gas internal combustion engine
2384,cats_489,no_capacity_factor,966.27283,9.22003628,0.051003293,49,49,0,85.44812499999999,natural gas fired combined cycle
2384,cats_490,no_capacity_factor,1243.53602,15.4560715,0.020101404,12.5,12.5,0,85.44812499999999,natural gas fired combined cycle
90,cats_491,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.5,3.5,0,127.6073893556701,natural gas fired combustion turbine
1879,cats_492,no_capacity_factor,401.19412,16.3717118,0.067573963,15,15,0,89.67541309999999,natural gas fired combined cycle
1879,cats_493,no_capacity_factor,401.19412,16.3717118,0.067573963,15,15,0,89.67541309999999,natural gas fired combined cycle
1879,cats_494,no_capacity_factor,401.19412,16.3717118,0.067573963,3,3,0,89.67541309999999,natural gas fired combined cycle
1895,cats_495,no_capacity_factor,252.039838,11.920415600000002,0.11372107,29,29,0,116.02817499999998,natural gas fired combustion turbine
8790,cats_496,no_capacity_factor,22.7651352,7.3428025,0.052644909,1,1,0,146.09548499999997,natural gas internal combustion engine
8790,cats_497,no_capacity_factor,22.7651352,7.3428025,0.052644909,1,1,0,146.09548499999997,natural gas internal combustion engine
8094,cats_498,no_capacity_factor,2412.81753,12.5075294,0.027768316,198,198,0,87.20498500000001,natural gas fired combined cycle
8094,cats_499,no_capacity_factor,848.043789,15.9947772,0.032401462,70.7,70.7,0,87.20498500000001,natural gas fired combined cycle
8094,cats_500,no_capacity_factor,2412.81753,12.5075294,0.027768316,198,198,0,87.20498500000001,natural gas fired combined cycle
8094,cats_501,no_capacity_factor,848.043789,15.9947772,0.032401462,70.7,70.7,0,87.20498500000001,natural gas fired combined cycle
192,cats_502,no_capacity_factor,248.251086,24.5037276,0.030580892000000002,8.9,8.9,0,109.5372059090909,natural gas steam turbine
335,cats_503,no_capacity_factor,74.6992503,6.603145,0.018728377,3,3,0,146.09548499999997,natural gas internal combustion engine
335,cats_504,no_capacity_factor,74.6992503,6.603145,0.018728377,3,3,0,146.09548499999997,natural gas internal combustion engine
1787,cats_505,no_capacity_factor,708.274969,13.5748531,0.028668281000000004,185,185,0,73.04647,natural gas fired combined cycle
1787,cats_506,no_capacity_factor,1271.58487,15.4487339,0.019830163,103.9,103.9,0,73.04647,natural gas fired combined cycle
227,cats_507,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.5,4.5,0,141.41875,natural gas fired combustion turbine
1418,cats_508,no_capacity_factor,278.09026,15.0260079,0.046209611,60.5,60.5,0,119.91201999999998,natural gas fired combustion turbine
2030,cats_509,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
2324,cats_510,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,4.8,4.8,0,89.67541309999999,natural gas fired combined cycle
2324,cats_511,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,4.8,4.8,0,89.67541309999999,natural gas fired combined cycle
2324,cats_512,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,3.8,3.8,0,89.67541309999999,natural gas fired combined cycle
2036,cats_513,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.5,1.5,0,146.09548499999997,natural gas internal combustion engine
2036,cats_514,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.5,1.5,0,146.09548499999997,natural gas internal combustion engine
2036,cats_515,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.5,1.5,0,146.09548499999997,natural gas internal combustion engine
458,cats_516,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,148.19944,natural gas fired combustion turbine
458,cats_517,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,148.19944,natural gas fired combustion turbine
1458,cats_518,no_capacity_factor,74.6992503,6.603145,0.018728377,4.4,4.4,0,146.09548499999997,natural gas internal combustion engine
1458,cats_519,no_capacity_factor,74.6992503,6.603145,0.018728377,4.4,4.4,0,146.09548499999997,natural gas internal combustion engine
1458,cats_520,no_capacity_factor,74.6992503,6.603145,0.018728377,4.4,4.4,0,146.09548499999997,natural gas internal combustion engine
43,cats_521,no_capacity_factor,315.964182,13.502241700000003,0.051140815,2,2,0,105.35377,natural gas fired combustion turbine
1128,cats_522,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.5,0.5,0,146.09548499999997,natural gas internal combustion engine
1128,cats_523,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.5,0.5,0,146.09548499999997,natural gas internal combustion engine
1128,cats_524,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.5,0.5,0,146.09548499999997,natural gas internal combustion engine
2323,cats_525,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.5,0.5,0,146.09548499999997,natural gas internal combustion engine
2323,cats_526,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.5,0.5,0,146.09548499999997,natural gas internal combustion engine
2017,cats_527,no_capacity_factor,1427.41303,44.9151794,0.082991653,7.2,7.2,0,127.6073893556701,natural gas fired combustion turbine
2017,cats_528,no_capacity_factor,1427.41303,44.9151794,0.082991653,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
2017,cats_529,no_capacity_factor,1427.41303,44.9151794,0.082991653,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
1056,cats_530,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,127.6073893556701,natural gas fired combustion turbine
1056,cats_531,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,127.6073893556701,natural gas fired combustion turbine
1056,cats_532,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,127.6073893556701,natural gas fired combustion turbine
1056,cats_533,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,127.6073893556701,natural gas fired combustion turbine
1056,cats_534,no_capacity_factor,428.748492,15.1584724,0.035004509,131.8,131.8,0,127.6073893556701,natural gas fired combustion turbine
2039,cats_535,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
2039,cats_536,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
2039,cats_537,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,127.6073893556701,natural gas fired combustion turbine
1087,cats_538,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.6,4.6,0,109.33138,natural gas fired combustion turbine
668,cats_539,no_capacity_factor,1427.41303,44.9151794,0.082991653,70.5,70.5,0,127.6073893556701,natural gas fired combustion turbine
668,cats_540,no_capacity_factor,1427.41303,44.9151794,0.082991653,70.5,70.5,0,127.6073893556701,natural gas fired combustion turbine
269,cats_541,no_capacity_factor,74.6992503,6.603145,0.018728377,3.3,3.3,0,146.09548499999997,natural gas internal combustion engine
269,cats_542,no_capacity_factor,74.6992503,6.603145,0.018728377,3.3,3.3,0,146.09548499999997,natural gas internal combustion engine
2401,cats_543,no_capacity_factor,878.874372,13.4742144,0.022715841,231,231,0,89.67541309999999,natural gas fired combined cycle
2401,cats_544,no_capacity_factor,878.874372,13.4742144,0.022715841,231,231,0,89.67541309999999,natural gas fired combined cycle
2401,cats_545,no_capacity_factor,878.874372,13.4742144,0.022715841,216,216,0,89.67541309999999,natural gas fired combined cycle
8343,cats_546,no_capacity_factor,878.874372,13.4742144,0.022715841,231,231,0,89.67541309999999,natural gas fired combined cycle
8343,cats_547,no_capacity_factor,878.874372,13.4742144,0.022715841,231,231,0,89.67541309999999,natural gas fired combined cycle
8343,cats_548,no_capacity_factor,878.874372,13.4742144,0.022715841,237.2,237.2,0,89.67541309999999,natural gas fired combined cycle
236,cats_549,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.8,4.8,0,127.6073893556701,natural gas fired combustion turbine
236,cats_550,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.8,4.8,0,127.6073893556701,natural gas fired combustion turbine
8774,cats_551,no_capacity_factor,278.09026,15.0260079,0.046209611,33.5,33.5,0,127.6073893556701,natural gas fired combustion turbine
745,cats_552,no_capacity_factor,46.4995731,14.8788144,0.059172355,12.1,12.1,0,0,conventional hydroelectric
1360,cats_553,no_capacity_factor,34.6467874,14.8788144,0.078724432,0.5,0.5,0,0,conventional hydroelectric
1360,cats_554,no_capacity_factor,34.6467874,14.8788144,0.078724432,0.5,0.5,0,0,conventional hydroelectric
1745,cats_555,no_capacity_factor,34.6467874,14.8788144,0.078724432,1,1,0,0,conventional hydroelectric
744,cats_556,no_capacity_factor,34.6467874,14.8788144,0.078724432,1,1,0,0,conventional hydroelectric
1587,cats_557,no_capacity_factor,34.6467874,14.8788144,0.078724432,1.4,1.4,0,0,conventional hydroelectric
1634,cats_558,no_capacity_factor,46.4995731,14.8788144,0.059172355,31,31,0,0,conventional hydroelectric
1634,cats_559,no_capacity_factor,46.4995731,14.8788144,0.059172355,48.6,48.6,0,0,conventional hydroelectric
1634,cats_560,no_capacity_factor,46.4995731,14.8788144,0.059172355,48.6,48.6,0,0,conventional hydroelectric
8022,cats_561,no_capacity_factor,138.645776,14.8788144,0.019693715,117.9,117.9,0,0,conventional hydroelectric
2220,cats_562,no_capacity_factor,36.8238805,14.8788144,0.073985797,33,33,0,0,conventional hydroelectric
1748,cats_563,no_capacity_factor,44.2781598,14.8788144,0.061429747,40,40,0,0,conventional hydroelectric
8542,cats_564,no_capacity_factor,26.4292728,14.8788144,0.10217834800000002,23.8,23.8,0,0,conventional hydroelectric
8542,cats_565,no_capacity_factor,27.9399979,14.8788144,0.101288764,25,25,0,0,conventional hydroelectric
8542,cats_566,no_capacity_factor,27.9399979,14.8788144,0.101288764,25,25,0,0,conventional hydroelectric
8542,cats_567,no_capacity_factor,68.1855659,14.8788144,0.04009894,60.3,60.3,0,0,conventional hydroelectric
8542,cats_568,no_capacity_factor,64.0300345,14.8788144,0.042766954,57.6,57.6,0,0,conventional hydroelectric
99,cats_569,no_capacity_factor,46.4995731,14.8788144,0.059172355,8.3,8.3,0,0,conventional hydroelectric
1743,cats_570,no_capacity_factor,46.4995731,14.8788144,0.059172355,12.1,12.1,0,0,conventional hydroelectric
1735,cats_571,no_capacity_factor,34.6467874,14.8788144,0.078724432,0.7,0.7,0,0,conventional hydroelectric
